route_id,service_id,trip_id,trip_headsign
16,25,242,Leipzig Hbf
18,172,243,Köln Hbf
19,173,244,Köln Hbf
20,174,245,Dresden Hbf
21,175,246,Köln Hbf
18,176,247,Bonn-Bad Godesberg
19,177,248,Koblenz Hbf
22,178,249,Leipzig Hbf
16,179,250,Leipzig Hbf
20,180,251,Dresden Hbf
20,181,252,Leipzig Hbf
22,182,253,Leipzig Hbf
16,183,254,Leipzig Hbf
20,184,255,Leipzig Hbf
20,185,256,Dresden Hbf
19,186,257,Koblenz Hbf
18,187,258,Bonn-Bad Godesberg
22,188,259,Leipzig Hbf
16,188,260,Leipzig Hbf
20,188,261,Leipzig Hbf
17,189,262,Köln Hbf
18,190,263,Köln Hbf
19,55,264,Koblenz Hbf
19,191,265,Köln Hbf
17,192,266,Düsseldorf Hbf
19,193,267,Koblenz Hbf
21,192,268,Köln Hbf
19,194,269,Koblenz Hbf
22,195,270,Leipzig Hbf
16,196,271,Leipzig Hbf
20,196,272,Leipzig Hbf
19,197,273,Koblenz Hbf
22,198,274,Leipzig Hbf
16,198,275,Leipzig Hbf
20,198,276,Dresden Hbf
19,60,277,Koblenz Hbf
22,199,278,Leipzig Hbf
16,200,279,Leipzig Hbf
20,199,280,Dresden Hbf
20,201,281,Leipzig Hbf
22,202,282,Leipzig Hbf
16,203,283,Leipzig Hbf
20,204,284,Leipzig Hbf
22,205,285,Leipzig Hbf
16,205,286,Leipzig Hbf
17,63,287,Köln Hbf
18,64,288,Köln Hbf
19,63,289,Köln Hbf
20,63,290,Dresden Hbf
17,67,291,Düsseldorf Hbf
19,67,292,Koblenz Hbf
21,67,293,Köln Hbf
22,206,294,Leipzig Hbf
16,206,295,Leipzig Hbf
20,206,296,Leipzig Hbf
22,207,297,Leipzig Hbf
16,208,298,Leipzig Hbf
23,207,299,Stuttgart Hbf
19,209,300,Köln Hbf
20,207,301,Dresden Hbf
20,210,302,Leipzig Hbf
22,211,303,Leipzig Hbf
16,211,304,Leipzig Hbf
20,212,305,Leipzig Hbf
22,213,306,Leipzig Hbf
16,213,307,Leipzig Hbf
20,214,308,Dresden Hbf
23,215,309,Stuttgart Hbf
23,216,310,Stuttgart Hbf
17,217,311,Köln Hbf
18,218,312,Köln Hbf
19,219,313,Koblenz Hbf
21,220,314,Köln Hbf
23,221,315,Stuttgart Hbf
19,222,316,Köln Hbf
20,223,317,Dresden-Neustadt
21,224,318,Köln Hbf
23,225,319,Stuttgart Hbf
17,226,320,Köln Hbf
17,227,321,Köln Hbf
19,228,322,Köln Hbf
17,229,323,Köln Hbf
23,230,324,Stuttgart Hbf
19,231,325,Köln Hbf
21,232,326,Köln Hbf
18,233,327,Köln Hbf
19,233,328,Koblenz Hbf
22,234,329,Leipzig Hbf
16,235,330,Leipzig Hbf
17,236,331,Köln Hbf
23,94,332,Stuttgart Hbf
19,94,333,Köln Hbf
20,237,334,Dresden Hbf
21,236,335,Köln Hbf
18,95,336,Köln Hbf
19,95,337,Koblenz Hbf
20,238,338,Leipzig Hbf
21,239,339,Köln Hbf
23,240,340,Stuttgart Hbf
23,241,341,Stuttgart Hbf
17,242,342,Köln Hbf
23,243,343,Stuttgart Hbf
19,243,344,Köln Hbf
21,242,345,Köln Hbf
18,244,346,Köln Hbf
19,244,347,Koblenz Hbf
18,245,348,Köln Hbf
19,245,349,Koblenz Hbf
21,246,350,Köln Hbf
17,247,351,Köln Hbf
23,247,352,Stuttgart Hbf
19,247,353,Köln Hbf
21,248,354,Köln Hbf
17,249,355,Düsseldorf Hbf
18,249,356,Köln Hbf
19,249,357,Koblenz Hbf
19,250,358,Koblenz Hbf
23,251,359,Stuttgart Hbf
16,252,360,Leipzig Hbf
23,253,361,Stuttgart Hbf
20,254,362,Dresden Hbf
20,255,363,Leipzig Hbf
20,256,364,Dresden Hbf
24,257,365,Köln Hbf
24,258,366,Köln Hbf
20,259,367,Leipzig Messe
20,120,368,Dresden-Neustadt
23,133,369,Stuttgart Hbf
20,260,370,Dresden Hbf
19,135,371,Koblenz Hbf
24,261,372,Köln Hbf
20,262,373,Leipzig Hbf
22,263,374,Leipzig Hbf
16,263,375,Leipzig Hbf
16,145,376,Leipzig Hbf
20,145,377,Leipzig Hbf
22,264,378,Hannover Hbf
16,264,379,Hannover Hbf
20,264,380,Hannover Hbf
22,265,381,Hannover Hbf
16,266,382,Hannover Hbf
20,266,383,Hannover Hbf
25,267,384,Berlin Ostbahnhof
26,0,385,Berlin Ostbahnhof
27,268,386,Hamburg-Altona
28,0,387,Interlaken Ost
29,269,388,Frankfurt(Main)Hbf
30,0,389,Hamburg-Altona
31,0,390,Interlaken Ost
32,0,391,Interlaken Ost
33,270,392,Interlaken Ost
26,271,393,Berlin Ostbahnhof
28,272,394,Interlaken Ost
30,273,395,Frankfurt(Main)Hbf
31,274,396,Interlaken Ost
32,275,397,Interlaken Ost
30,276,398,Hamburg-Altona
27,277,399,Dortmund Hbf
28,278,400,Interlaken Ost
27,26,401,Hamburg-Altona
33,26,402,Interlaken Ost
27,279,403,Dortmund Hbf
31,280,404,Interlaken Ost
27,177,405,Hamburg-Altona
31,281,406,Interlaken Ost
27,34,407,Dortmund Hbf
31,37,408,Interlaken Ost
27,282,409,Hamburg-Altona
27,47,410,Dortmund Hbf
28,283,411,Interlaken Ost
26,284,412,Berlin Ostbahnhof
27,285,413,Dortmund Hbf
28,286,414,Interlaken Ost
31,287,415,Interlaken Ost
27,288,416,Hamburg-Altona
31,289,417,Interlaken Ost
27,290,418,Hamburg-Altona
25,291,419,Berlin Ostbahnhof
26,291,420,Berlin Ostbahnhof
28,292,421,Interlaken Ost
29,293,422,Frankfurt(Main)Hbf
30,293,423,Frankfurt(Main)Hbf
32,291,424,Interlaken Ost
33,291,425,Interlaken Ost
25,294,426,Berlin Ostbahnhof
26,294,427,Berlin Ostbahnhof
30,295,428,Hamburg-Altona
32,296,429,Interlaken Ost
33,296,430,Interlaken Ost
27,297,431,Hamburg-Altona
27,298,432,Hamburg-Altona
31,299,433,Interlaken Ost
27,300,434,Dortmund Hbf
31,191,435,Interlaken Ost
27,301,436,Hamburg-Altona
30,193,437,Hamburg-Altona
31,192,438,Interlaken Ost
27,302,439,Hamburg-Altona
31,303,440,Interlaken Ost
31,197,441,Interlaken Ost
30,60,442,Hamburg-Altona
28,304,443,Interlaken Ost
28,305,444,Interlaken Ost
25,306,445,Berlin Ostbahnhof
26,306,446,Berlin Ostbahnhof
31,63,447,Interlaken Ost
32,306,448,Interlaken Ost
33,306,449,Interlaken Ost
31,67,450,Interlaken Ost
27,307,451,Hamburg-Altona
31,307,452,Interlaken Ost
31,308,453,Interlaken Ost
25,309,454,Berlin Ostbahnhof
26,309,455,Berlin Ostbahnhof
29,310,456,Mannheim Hbf
31,206,457,Interlaken Ost
32,309,458,Interlaken Ost
33,309,459,Interlaken Ost
27,207,460,Dortmund Hbf
28,207,461,Interlaken Ost
31,311,462,Interlaken Ost
27,210,463,Hamburg-Altona
31,210,464,Interlaken Ost
27,312,465,Hamburg-Altona
28,211,466,Interlaken Ost
31,313,467,Interlaken Ost
27,215,468,Dortmund Hbf
31,314,469,Interlaken Ost
31,315,470,Interlaken Ost
27,316,471,Hamburg-Altona
31,317,472,Interlaken Ost
27,318,473,Hamburg-Altona
27,319,474,Münster(Westf)Hbf
31,319,475,Interlaken Ost
27,216,476,Dortmund Hbf
28,320,477,Interlaken Ost
31,216,478,Interlaken Ost
27,321,479,Hamburg-Altona
31,321,480,Interlaken Ost
27,322,481,Hamburg-Altona
31,322,482,Interlaken Ost
25,323,483,Berlin Ostbahnhof
26,323,484,Berlin Ostbahnhof
27,223,485,Dortmund Hbf
29,323,486,Frankfurt(Main)Hbf
30,223,487,Frankfurt(Main)Hbf
31,223,488,Interlaken Ost
32,324,489,Interlaken Ost
33,323,490,Interlaken Ost
27,325,491,Hamburg-Altona
30,325,492,Hamburg Hbf
31,325,493,Interlaken Ost
27,326,494,Hamburg-Altona
31,327,495,Interlaken Ost
31,328,496,Interlaken Ost
30,329,497,Hamburg-Altona
31,329,498,Interlaken Ost
25,330,499,Berlin Ostbahnhof
26,330,500,Berlin Ostbahnhof
27,331,501,Dortmund Hbf
30,331,502,Frankfurt(Main)Hbf
27,332,503,Hamburg-Altona
30,332,504,Hamburg-Altona
27,333,505,Hamburg-Altona
28,334,506,Interlaken Ost
31,333,507,Interlaken Ost
27,72,508,Hamburg-Altona
31,72,509,Interlaken Ost
27,335,510,Dortmund Hbf
31,336,511,Interlaken Ost
27,337,512,Hamburg-Altona
31,338,513,Interlaken Ost
27,74,514,Hamburg-Altona
31,74,515,Interlaken Ost
27,75,516,Hamburg-Altona
31,339,517,Interlaken Ost
27,340,518,Hamburg-Altona
31,340,519,Interlaken Ost
25,341,520,Berlin Ostbahnhof
26,341,521,Berlin Ostbahnhof
27,342,522,Dortmund Hbf
28,341,523,Interlaken Ost
30,342,524,Frankfurt(Main)Hbf
31,342,525,Interlaken Ost
32,341,526,Interlaken Ost
33,342,527,Interlaken Ost
27,227,528,Hamburg-Altona
30,227,529,Hamburg-Altona
31,227,530,Interlaken Ost
25,343,531,Berlin Hbf (tief)
27,344,532,Hamburg-Altona
31,343,533,Interlaken Ost
31,345,534,Interlaken Ost
27,346,535,Hamburg-Altona
31,347,536,Interlaken Ost
27,77,537,Hamburg-Altona
31,348,538,Interlaken Ost
31,228,539,Interlaken Ost
27,349,540,Hamburg-Altona
27,350,541,Hamburg-Altona
28,351,542,Interlaken Ost
31,351,543,Interlaken Ost
28,352,544,Interlaken Ost
25,353,545,Berlin Ostbahnhof
27,230,546,Dortmund Hbf
29,353,547,Frankfurt(Main)Hbf
30,230,548,Frankfurt(Main)Hbf
31,230,549,Interlaken Ost
33,230,550,Interlaken Ost
27,354,551,Hamburg-Altona
30,354,552,Hamburg-Altona
31,354,553,Interlaken Ost
31,355,554,Interlaken Ost
25,356,555,Berlin Ostbahnhof
26,357,556,Berlin Ostbahnhof
32,356,557,Interlaken Ost
33,358,558,Interlaken Ost
26,359,559,Berlin Ostbahnhof
30,360,560,Hamburg-Altona
28,361,561,Interlaken Ost
27,362,562,Hamburg-Altona
30,363,563,Hamburg Hbf
31,364,564,Interlaken Ost
30,365,565,Hamburg-Altona
27,243,566,Dortmund Hbf
31,243,567,Interlaken Ost
27,244,568,Hamburg-Altona
31,244,569,Interlaken Ost
32,366,570,Interlaken Ost
33,367,571,Interlaken Ost
25,368,572,Berlin Ostbahnhof
26,369,573,Berlin Ostbahnhof
27,370,574,Dortmund Hbf
28,371,575,Interlaken Ost
31,372,576,Interlaken Ost
32,248,577,Interlaken Ost
33,248,578,Interlaken Ost
27,373,579,Hamburg-Altona
31,374,580,Interlaken Ost
28,375,581,Interlaken Ost
32,376,582,Interlaken Ost
33,376,583,Interlaken Ost
28,377,584,Interlaken Ost
27,250,585,Hamburg-Altona
31,250,586,Interlaken Ost
28,378,587,Interlaken Ost
32,379,588,Interlaken Ost
33,379,589,Interlaken Ost
25,380,590,Berlin Hbf (tief)
31,381,591,Interlaken Ost
28,382,592,Interlaken Ost
28,383,593,Interlaken Ost
32,384,594,Interlaken Ost
33,385,595,Interlaken Ost
25,386,596,Berlin Ostbahnhof
26,387,597,Berlin Ostbahnhof
28,388,598,Interlaken Ost
30,110,599,Hamburg-Altona
32,386,600,Interlaken Ost
33,386,601,Interlaken Ost
26,389,602,Berlin Ostbahnhof
25,390,603,Berlin Ostbahnhof
26,391,604,Berlin Ostbahnhof
32,391,605,Interlaken Ost
25,257,606,Berlin Ostbahnhof
28,392,607,Interlaken Ost
31,393,608,Interlaken Ost
32,394,609,Interlaken Ost
33,394,610,Interlaken Ost
27,395,611,Hamburg-Altona
25,133,612,Berlin Ostbahnhof
26,133,613,Berlin Ostbahnhof
31,133,614,Interlaken Ost
32,133,615,Interlaken Ost
33,134,616,Interlaken Ost
27,135,617,Hamburg-Altona
31,135,618,Interlaken Ost
30,152,619,Hamburg-Altona
25,396,620,Berlin Ostbahnhof
30,155,621,Hamburg-Altona
34,166,622,Münster(Westf)Hbf
35,166,623,Innsbruck Hbf
35,397,624,Innsbruck Hbf
34,398,625,Münster(Westf)Hbf
34,399,626,Münster(Westf)Hbf
36,400,627,München Hbf Gl.5-10
34,401,628,Münster(Westf)Hbf
35,402,629,Innsbruck Hbf
34,34,630,Münster(Westf)Hbf
34,403,631,Münster(Westf)Hbf
34,48,632,Münster(Westf)Hbf
35,48,633,Innsbruck Hbf
34,285,634,Münster(Westf)Hbf
35,404,635,Innsbruck Hbf
34,289,636,Münster(Westf)Hbf
34,187,637,Münster(Westf)Hbf
34,405,638,Münster(Westf)Hbf
34,406,639,Münster(Westf)Hbf
37,407,640,Lindau Hbf
35,408,641,Innsbruck Hbf
34,409,642,Münster(Westf)Hbf
35,410,643,Innsbruck Hbf
34,214,644,Münster(Westf)Hbf
34,411,645,Münster(Westf)Hbf
35,411,646,Bludenz
34,314,647,Münster(Westf)Hbf
35,315,648,Innsbruck Hbf
34,412,649,Münster(Westf)Hbf
35,412,650,Innsbruck Hbf
34,413,651,Münster(Westf)Hbf
35,413,652,Innsbruck Hbf
34,414,653,Münster(Westf)Hbf
35,415,654,Innsbruck Hbf
34,416,655,Münster(Westf)Hbf
35,223,656,Innsbruck Hbf
35,325,657,Innsbruck Hbf
35,417,658,Innsbruck Hbf
35,418,659,Innsbruck Hbf
34,419,660,Münster(Westf)Hbf
35,353,661,Innsbruck Hbf
34,420,662,Münster(Westf)Hbf
35,420,663,Innsbruck Hbf
35,421,664,Innsbruck Hbf
35,422,665,Innsbruck Hbf
34,242,666,Münster(Westf)Hbf
35,242,667,Innsbruck Hbf
35,423,668,Innsbruck Hbf
36,424,669,München Hbf Gl.5-10
34,250,670,Münster(Westf)Hbf
35,250,671,Innsbruck Hbf
34,425,672,Münster(Westf)Hbf
35,425,673,Innsbruck Hbf
34,426,674,Münster(Westf)Hbf
35,427,675,Bludenz
37,428,676,Lindau Hbf
38,429,677,Frankfurt(Main)Hbf
39,430,678,München Hbf
40,166,679,Dortmund Hbf
41,431,680,München Hbf
42,432,681,Bruxelles Midi
43,433,682,München Hbf
44,434,683,Bruxelles Midi
45,435,684,München Hbf
46,436,685,Essen Hbf
47,437,686,München Hbf
48,438,687,Köln Hbf
49,439,688,Frankfurt(Main)Hbf
50,440,689,Frankfurt(Main)Hbf
51,441,690,Dortmund Hbf
52,442,691,Köln Hbf
53,443,692,Frankfurt(Main)Hbf
54,444,693,Dortmund Hbf
55,445,694,München Hbf
56,446,695,Köln Hbf
57,447,696,Basel Bad Bf
58,448,697,Dortmund Hbf
59,449,698,München Hbf
60,450,699,Dortmund Hbf
38,451,700,München Hbf
61,452,701,München Hbf
62,453,702,Essen Hbf
63,454,703,Köln Hbf
64,455,704,Stuttgart Hbf
65,456,705,Frankfurt(Main)Hbf
66,457,706,München Hbf
67,458,707,Frankfurt(Main)Hbf
68,459,708,Frankfurt(Main)Hbf
69,460,709,Essen Hbf
43,461,710,München Hbf
70,462,711,Essen Hbf
45,463,712,München Hbf
61,464,713,München Hbf
71,465,714,Köln Hbf
47,466,715,München Hbf
49,467,716,Frankfurt(Main)Hbf
72,468,717,Bruxelles Midi
73,469,718,Amsterdam Centraal
62,470,719,Essen Hbf
62,25,720,Dortmund Hbf
74,471,721,Garmisch-Partenkirchen
69,25,722,Dortmund Hbf
43,472,723,München Hbf
70,25,724,Dortmund Hbf
46,25,725,Dortmund Hbf
47,473,726,München Hbf
50,474,727,Frankfurt(Main)Hbf
51,399,728,Dortmund Hbf
54,25,729,Dortmund Hbf
57,475,730,Karlsruhe Hbf
40,26,731,Dortmund Hbf
46,26,732,Essen Hbf
54,26,733,Dortmund Hbf
43,476,734,München Hbf
75,477,735,Amsterdam Centraal
62,478,736,Dortmund Hbf
69,479,737,Dortmund Hbf
70,480,738,Dortmund Hbf
46,481,739,Dortmund Hbf
47,482,740,München Hbf
54,483,741,Dortmund Hbf
40,484,742,Dortmund Hbf
40,485,743,Dortmund Hbf
66,486,744,München Hbf
57,487,745,Basel Bad Bf
39,488,746,München Hbf
40,488,747,Dortmund Hbf
41,488,748,München Hbf
43,488,749,Nürnberg Hbf
45,488,750,Nürnberg Hbf
47,488,751,München Hbf
51,488,752,Dortmund Hbf
55,488,753,München Hbf
38,489,754,München Hbf
62,490,755,Essen Hbf
57,289,756,Freiburg(Breisgau) Hbf
62,491,757,Essen Hbf
62,492,758,Essen Hbf
60,493,759,Dortmund Hbf
39,494,760,München Hbf
61,291,761,München Hbf
74,291,762,Garmisch-Partenkirchen
69,291,763,Dortmund Hbf
43,494,764,München Hbf
70,291,765,Dortmund Hbf
45,494,766,München Hbf
46,291,767,Dortmund Hbf
47,291,768,München Hbf
51,494,769,Dortmund Hbf
54,291,770,Dortmund Hbf
40,295,771,Dortmund Hbf
41,295,772,München Hbf
46,295,773,Essen Hbf
47,295,774,München Hbf
55,295,775,München Hbf
54,295,776,Dortmund Hbf
60,295,777,Dortmund Hbf
47,495,778,München Hbf
61,496,779,München Hbf
66,497,780,München Hbf
69,498,781,Essen Hbf
43,499,782,München Hbf
70,500,783,Düsseldorf Hbf
45,498,784,München Hbf
47,299,785,München Hbf
38,501,786,München Hbf
39,501,787,München Hbf
70,502,788,Essen Hbf
60,503,789,Dortmund Hbf
39,504,790,München Hbf
61,406,791,München Hbf
74,505,792,Garmisch-Partenkirchen
43,506,793,München Hbf
69,505,794,Dortmund Hbf
45,507,795,München Hbf
70,505,796,Dortmund Hbf
47,406,797,München Hbf
46,505,798,Dortmund Hbf
51,504,799,Dortmund Hbf
54,505,800,Dortmund Hbf
39,508,801,München Hbf
41,509,802,München Hbf
43,509,803,München Hbf
45,510,804,München Hbf
46,511,805,Essen Hbf
47,512,806,München Hbf
51,513,807,Dortmund Hbf
54,509,808,Dortmund Hbf
55,509,809,München Hbf
43,514,810,München Hbf
47,514,811,München Hbf
43,515,812,München Hbf
47,515,813,München Hbf
62,57,814,Dortmund Hbf
74,57,815,Garmisch-Partenkirchen
69,57,816,Dortmund Hbf
43,57,817,München Hbf
70,57,818,Dortmund Hbf
46,516,819,Dortmund Hbf
47,57,820,München Hbf
54,57,821,Dortmund Hbf
40,193,822,Dortmund Hbf
41,193,823,München Hbf
43,193,824,München Hbf
47,193,825,München Hbf
46,192,826,Essen Hbf
55,193,827,München Hbf
54,192,828,Dortmund Hbf
62,517,829,Essen Hbf
47,518,830,München Hbf
62,519,831,Essen Hbf
60,520,832,Dortmund Hbf
61,198,833,München Hbf
47,198,834,München Hbf
41,60,835,München Hbf
47,60,836,München Hbf
55,60,837,München Hbf
61,61,838,München Hbf
64,521,839,Stuttgart Hbf
38,522,840,München Hbf
39,522,841,München Hbf
61,522,842,Nürnberg Hbf
69,522,843,Essen Hbf
43,522,844,München Hbf
70,522,845,Essen Hbf
45,522,846,München Hbf
47,522,847,München Hbf
39,199,848,Nürnberg Hbf
61,199,849,München Hbf
74,199,850,München Hbf
69,199,851,Dortmund Hbf
43,199,852,Nürnberg Hbf
70,199,853,Dortmund Hbf
45,200,854,Nürnberg Hbf
46,199,855,Dortmund Hbf
47,199,856,München Hbf
51,199,857,Dortmund Hbf
54,199,858,Dortmund Hbf
39,201,859,München Hbf
40,201,860,Dortmund Hbf
